uuid,name,mmsi,imo,eni,country_iso,type,type_specific,lat,lon,speed,course,heading,destination
25ba86fc-d10c-4938-2f98-f3849c0cbc45,JIN KYUNG HO,440151660,,,KR,Pleasure Craft,Pleasure Craft,34.95069,129.0002017,2.6,35.5,511,
9296c186-7d6c-2f79-fe50-ce08f8a48e25,OKPO NO.1,440107270,,,KR,Pilot Vessel,Pilot Vessel,34.880707,128.69702,0.1,50,,
08ce7fd5-d33e-fc12-9b07-a23afedcffbb,WAN TAI,629009316,9125176,,GM,Cargo,General Cargo,35.05558,129.052895,0.4,340.8,511,BUSAN
17b2e4bd-41c5-f404-a4e7-d4238509f67a,BU KWANG 9 HO,440332005,,,,,,35.11989,129.05028,0,320.1,43,YEOSU
2fe89f1e-0b54-9052-8370-ef4ed11b44a5,OLIVE,440331980,8738067,,KR,Tanker,General Cargo,35.11991667,129.050305,0,152.9,44,YEOSU
7404661c-b3df-814e-4868-897df50c4ebf,KAIYU 21,440409790,9248215,,KR,Tanker,Chemical Tanker,35.12004667,129.05028,0,223.7,511,BUSAN5P#
20ad4042-edd5-893e-7574-ca9f40ffa515,,440409765,,,,,,35.12006333,129.0502967,0,223.7,511,BUSAN#5P
91b00498-c374-42fc-03c3-76bf8909d423,,440409781,,,,,,35.120035,129.0503033,0.1,223.7,511,BUSAN
be603380-c177-6a38-786f-9cfc7b4d11bd,DONG BANG 7HO,440101989,,,,,,35.121535,129.0499933,0,330.4,511,BUSAN N1
13af5ad2-3fb4-6f6f-10ce-a02b5af8356a,DONG BANG NO.7,440101990,9234965,,KR,Tanker,Oil Products Tanker,35.12150833,129.0500017,0,330.4,511,BUSAN N1
843ec383-3dd8-8065-bb84-981ba5248644,,440203829,,,,,,35.12109833,129.0502217,0,313.6,131,GWANGYANG
5cf19b12-9eff-e507-6c4f-ff578dc6960c,SONG DUCK,440401790,9442639,,,,,35.12162333,129.050115,0,281.7,511,BUSAN
1c0d59b9-7cee-8ccd-abac-70c88bc44c3c,SONG DEOG,440401765,,,,,,35.12169333,129.050105,0,281.7,511,BUSAN
7d224eb3-e8e0-d20a-986d-c00f1ca7332d,SKY MARS,440203830,9222663,,KR,Tanker,Tanker,35.12108167,129.050255,0,313.6,131,BUSAN
0503e436-1c28-14cf-a529-9fc38ba9fe93,HOUEI,440401790,9442639,,KR,Tanker,Oil Products Tanker,35.121635,129.05014,0,281,82,BUSAN
25bfb28a-e655-d2d1-407e-09984eb285b3,SHINSEI MARU,440014910,9459888,,KR,Tanker,Oil Products Tanker,35.11994667,129.050585,0,253.8,66,BUSAN
46c2492f-67fd-16cc-6918-a5fa7f4f406d,BK25,440300120,,,KR,Tanker,Tanker,35.12107333,129.0503967,0,150.7,511,
0677ea89-29b2-b736-a893-f418058e586d,BS RUBY,440409920,9587738,,KR,Tanker,General Cargo,35.121345,129.0503517,0,0.9,511,
71100489-546a-702c-ef3a-396fdc8c6651,BS RUBY,440409957,,,,,,35.12144833,129.0504117,0,210.9,511,
de4718f7-a654-6031-9520-dc795acf164c,103 DONG SUNG,440066260,9842267,,KR,Tanker,Oil Products Tanker,35.11989333,129.0508567,0,263.4,511,KAN K2
4a777ac2-941d-03cb-7fc7-3fffea644f7a,,440106981,,,,,,35.119335,129.0509867,0,1.7,83,YEOSU
b10e0f8c-8e69-e370-2cf8-55bc3952d9f2,103 DONG SUNG,440066277,,,,,,35.119845,129.0508733,0,263.4,511,BUS #5MRJ
000da7b5-0d9d-9f1a-bab7-50dc9db860ce,SONGRIM HO,440500300,9323601,,KR,Tanker,Oil or Chemical Tanker,35.1211,129.0506,0,270.2,114,
5b39cb6e-263e-488b-c4e9-52ed487fb13d,OSUNG,440010020,9296652,,KR,Tanker,Tanker,35.11958333,129.0510167,0,17.3,110,ULSAN
7d8e691d-97a7-0354-5cc3-f21bcf368161,GREEN OCEAN,440107000,9301665,,KR,Tanker,Oil or Chemical Tanker,35.119705,129.0511733,0,1.7,86,BUSAN
8fef16a4-c584-9fd4-c327-8e2ab6c5aee2,A ONE,440103440,,,KR,Tanker,Tanker,35.11960667,129.0512633,0.1,222.4,511,YEOSU
1b9ce6b5-e0ff-6037-66bc-2da63261a568,MARINE MOON,352001165,9547776,,PA,Tanker,Oil or Chemical Tanker,35.106875,129.0539883,0,307.1,229,BUSAN-KR
6979ff55-c44b-8b57-ec17-a1cdb6c5f6d6,EASTERN VENUS,352003306,9160011,,PA,Passenger,Passenger Ship,35.11779833,129.052745,0,217.5,128,KR PUS
e0a7e0ea-902f-1446-3faa-a62406674d90,CHEONGHAE NO1,440208060,,,KR,Tanker,Tanker,35.12204,129.0519067,0,348.2,144,ULSAN
8b098a00-4338-e8cd-139a-7ebc6ae3841d,2021MOON HWA,440317050,,,KR,Fishing,Fishing,34.94971167,129.0036483,8.5,175.1,511,
5b176d22-8821-3b77-fbd6-1bc4ef6e1778,NEW DONGSIN,440151030,,,KR,Tanker,Tanker,35.12231833,129.0519417,0,70.2,102,
73cccec4-c2aa-a2e6-aad4-12bee9bfca57,ARA1HO,440191790,,,KR,Tanker,Tanker,35.12263,129.0519,0,284.7,511,
c6ca3aee-22fb-7406-a965-f55a9741acec,,440191781,,,,,,35.12263833,129.0519217,0,284.7,511,
8fad509b-b6de-a1ba-f235-e15017463c66,TAMGU23,440108200,,,KR,Other,Other,35.120361,129.05251,0,18,313,MARINE SURVEY
b29d7c06-30d9-813e-e882-ca57e8c320ef,SAMWON 1 HO,440108200,,,KR,,Unspecified,35.12038667,129.0525417,0,18.2,511,MARINE SURVEY
3c482205-ece6-f6c9-228e-c0f353d9b3ef,CHEON WANG HO,440220160,,,KR,Tanker,Tanker,35.12337833,129.0519817,0,0,511,
5e83b472-0302-45c1-c00f-3cc08a7fb931,HANMIR,441833000,9845324,,KR,Fishing,Special Vessel,35.12088667,129.0528133,0,42.9,45,KR PUS_BUSAN
0d0f911a-2490-0250-711a-b0be3814e9c6,BUSAN 201HO,440063450,,,KR,Law Enforce,Law Enforce,35.12154,129.05341,0,55,42,BUSAN
e69bbc67-7001-2d30-483a-346db8edab80,BUSAN201HO,440063477,,,,,,35.12160833,129.05342,0,55.4,511,BUSAN
150e5cd1-a549-c33d-4f55-9284fa449e27,BUSAN201HO,440063450,,,KR,Pleasure Craft,Pleasure Craft,35.12157167,129.0534317,0,55.4,511,BUSAN
e879e1b0-0ff8-6939-2503-b051b3bc08e5,,440063461,,,,,,35.12158333,129.05343,0,55.4,511,BUSAN
3fa8b572-38aa-8fc3-1df8-250092f6bd2d,TAMGU 3,440199850,,,KR,Law Enforce,Law Enforce,35.12152333,129.0535517,0,167.8,511,RESEARCH
c79102df-6ca5-a3f0-f887-378c9aac7436,,440135845,,,,,,35.12545,129.052625,0,51,511,
3383a5d1-f943-31cc-2a2e-95fada918924,,440135861,,,,,,35.12545,129.0526383,0,51,511,
262da26f-2083-b380-bd1e-02475690d5b5,BUSANIVDM,440135870,,,KR,SAR,SAR,35.125465,129.0526367,0,51,511,
0e4cbf67-32d6-6375-03a8-207b647b7488,HAI CHANG TUO 6801,440330920,9684287,,KR,Tug,Offshore Supply Ship,35.101532,129.05728,0,,300,BUSAN KR
77ee3d3d-1308-e42e-d213-4ab3d0939322,OKPO NO12,440129220,,,KR,Tug,Tug,34.875927,128.69838,0,218,180,
80a7c0bb-3924-c552-699d-432c0594bba1,OK PO NO.12,440129220,,,KR,Tug,Tug,34.875925,128.6983683,0,218.8,181,
f22852f8-165c-1bf7-9ace-2cdee33a6896,JANGYEONGSIL,441284000,9617765,,KR,Tug,Offshore Supply Ship,35.10181,129.0573167,0,281.6,302,KR PUS
209f6dca-6d94-5b1d-cd7b-35fff67a332f,GEON WOO 1200 HO,440101660,,,KR,Tug,Tug,34.939407,128.5883,0,95,,
a16de301-cb8a-c713-5ece-6b11d559e89d,OKPO 15,440146060,,,KR,Tug,Tug,34.87558,128.69838,0,285,79,
5614f6bf-f99f-aaeb-7476-8f5bd57f7f57,OKPO NO13,440146050,,,KR,Tug,Tug,34.87526333,128.6980967,0,0,327,
5bddf8ea-8fce-d21d-cc05-1a8972e5db48,TNS CATCHER,441253000,9412153,,KR,Tug,Tug,34.927216,128.60088,0,53,,GOHYEON KR
cb0af35c-402a-9772-778c-5d00d0759e4f,CHOO JIN,441779000,8746430,,KR,Tug,Tug,34.940311,128.5864,0,29,36,GOHYEON.KR
c21c8dd6-45c9-411c-e993-49bc9d90d571,BESKIDY,636015817,9582958,,LR,Cargo,Bulk Carrier,35.11813,129.0555917,0,98.4,308,KR PUS
3326ef29-ef49-af0c-a784-eec3e507960f,HYUNDAI AQUAPIA,538009541,9179581,,MH,Tanker - Hazard A (Major),LNG Tanker,34.861538,128.77214,0.2,132,225,SAMKANG->KRJIP
b4c223f9-b7a6-989f-3829-d69d8563787e,SEONG MIN,440018600,,,KR,,Unspecified,34.866955,128.72937,0.1,149,,
ded1ffca-500a-03f8-d6e2-d39de8d34644,305CHOYANG,440074000,9141479,,KR,Tug,Tug,34.926262,128.60141,0,139,,KOR
be173cf5-2dc2-82d1-07d9-a8f929e85b65,JIMIN501,440197720,,,KR,Other,Other,34.926357,128.60118,0,0,,
d7734244-5271-f0af-abd7-aa08857d512f,HANGMAN JEONG HWA 1,440137230,,,KR,Anti-Pollution,Anti-Pollution,35.1233,129.0551167,0,162.6,511,
c1c04249-b708-5ee6-b63d-ea4df20e7d64,101 SUNG SHIN,440145270,,,KR,Tug,Tug,34.91494,128.61504,1.1,89,348,
e435ec98-0d4e-754f-eaa5-2477b460ada3,5 HAN SUNG,441810000,,,KR,Tug,Tug,34.922054,128.60542,0,350,,
69cee42a-feb7-56a1-b70e-7885360f9977,DONG YANG 16,440133530,,,KR,Port Tender,Port Tender,34.87089833,128.7083167,0,231.2,511,
e2fcc848-b196-4905-2699-c7c0b2cd6514,DONG YOUNG 16HO,440133530,,,KR,Port Tender,Port Tender,34.870899,128.70831,0,0,,
e0f4a096-5954-4dba-f7f5-356b17dbbe5f,1 DAE SUNG HO,440118820,,,KR,Port Tender,Port Tender,34.87092333,128.7081817,0,0,511,OP/100/2.1/46.560
e86d5d33-32b7-6a99-8c74-5325ebf9a39f,VILHELM TORSTEINSSON,273451840,9223136,,RU,Fishing,Fishing Vessel,35.102005,129.0598283,0,293,214,"BUSAN, KOREA"
477a80e0-72f5-ac86-82cf-07c2159e0c78,NADEZHNYI 1,273299990,8684735,,RU,Fishing,Fishing,35.10045667,129.06006,0,0,511,BUSAN
19f5b4ff-149b-3df1-2a2a-6ba48f966769,MYS KOMMUNAROV,273441270,7821910,,RU,Cargo,Reefer,35.10011333,129.06012,0,360,511,PUSAN KR
175f943b-a6af-c0bb-faae-bac8d22e0ebb,V BUSAN PORT TS,994406200,,,KR,Reference Point,Reference Point,35.112499,129.05833,,,,
ac013a1e-5eea-8d4c-4cb9-db90e2d9a60b,LEDA 777,273210650,8684840,,RU,Fishing,Fishing,35.10029667,129.0602,0,360,511,BUSAN KOREA
f740ad5e-03be-1b4a-969e-2822130b6119,SIREN,314840000,9261401,,BB,Tanker,Oil or Chemical Tanker,35.04384,129.057815,0,113.6,227,"BUSAN,SOUTH KOREA"
1bd8f187-138d-935a-3c28-42c5a56f4ecd,MERSIN,511101615,9944924,,PW,Tug,Tug,35.09990667,129.0606067,0.2,308.3,31,
8972b336-93d0-9cc2-eadc-99592a5adf1c,SAMSUNG 5HO,440146450,,,KR,Other,Other,34.930351,128.59416,0,302,76,
daec4423-8b53-6be6-ba42-b27bd5107171,INDIAN STAR,273613170,9202297,,RU,Fishing,Fishing Vessel,35.09983333,129.0608,0,161.1,511,BUSAN
0f107532-685a-0deb-0488-4464af6e6658,PEGASUS DREAM,441669000,,,KR,Cargo,Cargo,35.056385,129.060325,0.1,83.3,210,KR PUS
4225b3fe-ef50-d614-6cd9-c47b849da8a8,ALTYN,273218310,9185114,,RU,Fishing,Fishing Vessel,35.099915,129.06089,0,360,13,KRPUS
5eaee050-f372-90b5-6cfb-b404f1ce64bf,8YOOJIN,440010100,,,KR,Passenger,Passenger,34.865047,128.72969,0,53,,
721c88c4-95fd-87fd-7913-b08fdb842186,OPTIMIST,273811100,8897552,,RU,Fishing,Fishing Vessel,35.09981667,129.0611,0,142.2,511,PUSAN
968162e2-8884-5075-35a6-fe5121daa394,EUNSEONGHO,440333230,,,KR,,Unspecified,34.93747167,128.9992417,1.6,19.6,511,
aa383986-0d21-2ccc-39c3-371eca6ef0c1,KUM YONG NO1600,440155290,,,KR,,,35.099728,129.06192,0,257,,OKPO
39233b30-5595-0714-ab6f-3119de0b7a24,GWANG MYEONG,440169660,,,KR,Fishing,Fishing,34.86421667,128.729675,0,74.7,511,
a35391c5-d56e-4352-591a-05b70a70d247,GWANG MYEONG,440169660,,,KR,Fishing,Fishing,34.864212,128.72966,0.1,74,,
c4e0588a-bef9-89ff-0afc-01c0b8c9e23b,SHIN JUNG 601,441078000,,,KR,,,34.923332,128.60014,0,230,297,
5753c3b8-d5ec-f360-ea83-b62b26a3c2c7,TEST PP 06,444444444,,,,Pleasure Craft,Pleasure Craft,35.084221,129.06343,0,60,,CLASS B
6140a459-7131-c261-8075-02c15db1597f,TEST12,771122334,,,,,Unspecified,35.08384,129.063615,0,136.9,511,
59687bad-7283-91d3-b8df-cd28423df986,DON MIGUEL I,777777777,5092096,,AR,Fishing,Trawler,35.08399167,129.06363,0.1,171.4,511,PUERTO MAR DEL PLATA
fe0facff-809d-dce9-668e-23456a8fb5d5,TAEYOUNG HO,440135950,,,KR,Fishing,Fishing,35.00095333,129.0459967,14.8,135.9,135,
0ad8e130-089f-8706-ccc5-4bf9a1d44adf,17 YU SUNG HO,440053750,8530922,,KR,Tanker,Oil Products Tanker,35.11208333,129.0611667,6.8,331.4,511,ULSAN
6be09a1d-bd8b-e346-799a-1b840c48c7b0,MY CURFEW,444444444,,,,Pleasure Craft,Pleasure Craft,35.08409,129.0641733,1,338.5,511,
008266e6-018a-0bda-2853-a3d9c656f75d,ANETA,441886000,9555515,,KR,Tug,Tug,34.925339,128.59653,0,233,356,RONGCHENG/CHINA
8889843c-f7c3-9d0b-2b63-edbdab9c717b,JONGYOUNG 6003,440140010,,,KR,Port Tender,Port Tender,34.920372,128.60158,0,83,,
42dff033-860c-5163-ddb0-365490e1416c,BIG STAR NO.1,440149260,,,KR,Reserved,Reserved,34.86334167,128.7249667,0,171.7,254,
9b115071-039e-f4ea-e289-20f568f600dc,BIG STAR NO.3,440148770,9639311,,KR,,Tug,34.8633,128.7250867,0,62.8,203,
e3b8f324-d234-6a51-8164-78d3ca6a23b5,BIG STAR NO.3,440148770,,,KR,,Unspecified,34.863281,128.72511,0.1,71,204,
83a966b8-410e-bba5-d702-d9bed4f401a6,SUNG SHIN T3,440128460,,,KR,Tug,Tug,34.924904,128.59554,0,266,,GJ
9b22b605-ed5e-ccbd-321a-9c7b011561f1,SUNG SIN 5002 HO,440133780,,,KR,Tug,Tug,34.924721,128.59549,0,297,,
350d7eda-0b8a-76ec-eeca-a424a8db5163,EVER MATCH,,,,,,,34.949478,128.56998,0,149,187,SEA TRIAL SHI.2469
f6acf2d2-8ee6-bd91-3641-729df313d93c,GUNNAR,273218650,9281669,,RU,Fishing,Fishing Vessel,35.09799167,129.06499,0.1,172.1,33,KR BUSAN
1398640c-e397-503c-c5dd-626ee8b63f59,CHAMPION,273433450,9184627,,RU,Fishing,Fishing Vessel,35.09772667,129.0653633,0,287,511,OME
235140ca-f8a9-2c37-5342-c1fd9168dca5,YU SUNG HO,440155045,,,,,,35.00801333,129.05185,0.3,341.7,511,BUSAN
e4fafc1f-9750-f137-0482-999a73aac269,TIGR 2,273385170,9061198,,RU,Cargo,Reefer,35.09768333,129.0656667,0,72.6,511,KR PUS
96b193f0-469e-4ed5-1286-e67237440824,BUSAN HABOR BRIDGE,994401576,,,KR,Reference Point,Reference Point,35.105499,129.06496,,,,
e5046cf8-b315-b55b-d514-102b816ef8ad,FRIO KIANIT,273213710,9015785,,RU,Cargo,Reefer,35.09753167,129.065935,0,360,511,KR PUS
7eff16f9-e98c-c1a6-bd8f-6406345a44ad,DONGJIN VENUS,441805000,9615339,,KR,Cargo,Container Ship,35.058,129.0655667,0.2,132,213,KR PVS OFF
3e21dc07-1dac-f36a-cd35-ec7b772066c5,HJ CHEONGJEONGNURI,440464000,9488449,,KR,Other,Special Vessel,35.09728333,129.06651,0,28.8,33,BUSAN
e6e5c3fb-5340-ab77-85f6-2ac2a7374f1e,HL SUR,440130000,9176010,,KR,Tanker,LNG Tanker,34.854588,128.79109,0.1,151,210,KRTYG->KRCSP
3c273079-3004-729c-d291-543ff4aa9d14,,341246002,,,,,,34.85446667,128.79148,0,281.4,222,KRTYG->KRCSP
08943f34-7193-d022-ecaf-fddf0077bb0c,DRAGON SKY,441287000,8715326,,KR,Cargo,General Cargo,35.09691667,129.0670483,0,0,43,BUSAN
cd0d52fc-1c3e-024b-7572-be90a3e9d304,META NO1,440200060,,,KR,,Unspecified,35.10907,129.06575,0.1,124,,
51df150f-bc1f-f100-b6d0-3915508feb9f,1KILLEUNHO,440200060,,,KR,,Unspecified,35.10908833,129.0657717,0,142.6,511,
259c1ef3-02c7-e11f-ebdf-0338fe95416c,GS3,440121020,,,KR,Tug,Tug,34.903439,128.61992,0,202,,
1d04a5f6-d6d8-d506-df86-1a56eb651cae,SUNJIN NO.801,440313260,9535474,,KR,Tug,Tug,35.10891833,129.0661867,0,165.2,170,BUSAN
77f53ae8-0526-dfaa-913d-96958a4557b0,KING NO9,440197220,9974577,,KR,Tug,Tug,35.10899167,129.0661883,0,146.3,120,BSN
0c0b06ae-bd05-50c0-21e6-b1a48391c93d,SAWASDEE PACIFIC,440321000,9879363,,KR,Cargo,Container Ship,35.046045,129.0655183,0.1,202.4,225,KRPUS
a2963d25-e48f-9ec9-569e-2d39fbb8a563,SAMWOOTUG,440328640,9327607,,KR,Tug,Tug,35.10873,129.0665,0.1,220,89,CLASS B
9d075fce-85d9-bf61-10da-1e2b8dae4f13,HANWOORI,441622000,8822337,,KR,Other,Training Ship,35.11088833,129.066295,0,0,511,"BUSAN,KOREA"
dc131c0f-005a-6ae4-bbd6-395df0290191,NO.108 CHUNGRYONG,440300350,,,KR,Tug,Tug,35.10855333,129.06684,0.1,257.4,511,
332d195d-5607-9568-5386-76811239956b,,440300341,,,,,,35.10853167,129.0668583,0,78,511,
799a7cf8-89af-70bb-4cfb-fba0b1250b92,HONG SHUN 27,629009344,8594253,,GM,Cargo,General Cargo,35.051655,129.0668333,0.1,313.7,229,PHU0MY
c0df4b9e-5bdd-eb98-6012-1ba2c6813fb7,TONG RUN 7,352004425,9673563,,PA,Cargo,Bulk Carrier,35.12326333,129.0655117,0,14.8,22,KR PUS
29c3c147-3587-0205-9a20-c79e08e72a2c,KING NO.7,440145720,9847683,,KR,Tug,Tug,35.12105333,129.0660717,1.6,8.6,31,
8cba4b9e-43b5-b877-8e0c-414ebf2aa860,HYOP SUNG NO21,440028270,,,KR,Tug,Tug,35.10973333,129.0683767,0,106.7,41,
000b6e09-4a7c-b5b1-cb7c-b0364a3db62f,5 YONG SEONG,440184720,9819363,,KR,Tug,Tug,35.10971833,129.0684783,0,96,341,
c82cf551-8c95-45dc-eda9-f9afd79327a9,CORAL ISLANDER II,356333000,9255919,,PA,Cargo,General Cargo,35.1218,129.0662667,0.7,228,293,KI TRW
67e761f1-73db-e1a1-3de5-b4a796640ded,JONGHAP NO 36,440909000,9812652,,KR,Tug,Tug,35.11002667,129.0686067,0.1,132.5,53,BUSAN
01a9efde-6b61-ea10-1bf6-a7ecd25903c9,KOREA NO.3,440148520,9809758,,KR,Tug,Tug,35.10998,129.0687183,0,29.7,51,BUSAN
b132d3ee-2b30-87c2-ae95-a2ae953efed5,ZENITH ELITE,372699000,9832028,,PA,Cargo,General Cargo,35.11189,129.06849,0,46.5,120,BUSAN
28668d5a-0c6b-67c2-83f3-fd946dc38681,STARSHIP PEGASUS,538004895,9656759,,MH,Cargo - Hazard B,Container Ship,35.10677167,129.0693317,0,163.6,305,KR PUS
f767149b-9874-5746-91bd-14ed8b0cc05b,SUNJIN NO3,440100580,9230567,,KR,Tug,Tug,35.110345,129.0688633,0.1,259.4,511,
83eebf74-b905-6528-b1e9-153f3d640ee9,SUNJIN NO3,440100597,,,,,,35.110325,129.0688733,0,294.3,511,
f451a280-336f-cf34-6359-d5836d4d34c6,SUNJIN NO.5,440152850,,,KR,Tug,Tug,35.1103,129.0689,0,230,511,
6b30f5cf-f6d7-613f-b83c-b82958705502,DONGJIN NAGOYA,441717000,9167708,,KR,Cargo,General Cargo,35.12459,129.0661433,0,0,24,KR PUS WA
c090f124-1a86-4bc0-dab8-b7724e65b494,KING NO3,440319740,,,KR,Tug,Tug,35.110619,129.06906,0,93,31,
f374ea35-e976-561f-7b2f-1a2c0aea346a,KING NO3,440319717,,,,,,35.11061833,129.0690883,0,93.5,31,
de96ca12-3bca-558d-6da5-e8a1d4d1382e,ZINNIA,440319740,,,KR,Pleasure Craft,Pleasure Craft,35.110615,129.06909,0,93.5,32,
6d1b3a3b-b935-9262-cc71-8a9f98435cb4,NO.307 DAE RYONG,440132580,9144366,,KR,Tug,Tug,35.11062333,129.0691683,0,184.3,511,
d655b2f0-f405-515a-0607-6745e5e4ecbf,CHARLIE,273259740,,,RU,Pleasure Craft,Pleasure Craft,34.99030333,129.0495883,7.7,63.5,63,
6d9613d4-6a6c-6c9c-f5b0-7766d78036ec,DAE SUNG 10001HO,440007180,,,KR,,Unspecified,34.852219,128.75957,8.5,3,,
84b1b4b1-56dc-e6bb-db8a-2792a342b2b6,SNK LADY\,441520037,,,,,,35.09895,129.0714,0,301.7,197,POHANG
db7f6c13-f003-8000-0bde-7313febace0f,SNK LADY,441520000,9466166,,KR,Cargo,General Cargo,35.09883333,129.0716167,0,144.3,208,BUSAN
28a2dcda-b7d5-cd7b-132a-c5e081db6f9a,,441520053,,,,,,35.09846667,129.0720667,0,335.9,242,
b2365aba-39fd-ef75-57a4-bb5585ecbd28,SKY VICTORIA,440280000,9385245,,KR,Cargo,Container Ship,35.10578167,129.0712767,0,289.9,305,KR PUS
13c943ab-e6b9-05b0-d88a-e8e2ff5061b0,SUNNY SPRUCE,441107000,9121041,,KR,Cargo,Container Ship,35.1052,129.0718833,0.1,170,132,JP NGS
64f280f8-33d8-0844-1cca-f940efe86f22,HENSON,368920000,9132129,,US,Military Ops,Research or Survey Vessel,35.118825,129.06993,0,360,38,SEA
e87b2fd1-9889-d3b6-e461-e61ff2c0d72b,NAKAHO NO.39,440202100,8934178,,KR,,General Cargo,35.09603333,129.0740667,0,311.1,214,BUSAN
6453a98b-5d37-9861-8c3d-725428a78c1c,27 KUMJIN,440202100,,,KR,Cargo,Cargo,35.095966,129.07416,0,310,223,BUSAN
50e2a789-2a7e-6114-4033-edb12a0608e4,,440202101,,,,,,35.09571667,129.0743667,0,160.7,242,
7154e66f-2293-8b47-04c9-d38c7eba5733,YUJIN BUSAN,440259000,9644471,,KR,Cargo,General Cargo,35.11776333,129.0714883,0,246,36,KR PUS#85
a7faae9d-8d49-ee7e-b50b-97b05357762e,QINGDAO TRADER,440309000,9915985,,KR,Cargo,Container Ship,35.05259167,129.07332,0.3,108.6,225,KRPUS
38949849-c3d6-628a-5755-e6691d3ceb67,PUTERI PAHANG,636025078,9974149,,LR,Tanker,Tanker,34.942928,128.56375,0.1,39,191,SHI-2631 SEA TRIAL
7d53f514-9965-29c8-0f25-23e39a1b9439,YU SUNG HO,440155010,,,KR,Tanker - Hazard A (Major),Tanker - Hazard A (Major),35.10296667,129.0744,9.2,111.5,511,BUSAN
c938bc13-3326-1877-7736-18dbc11f2465,XING LUO 7,538090639,9420136,,MH,Cargo,Container Ship,35.10391667,129.0743333,0,213.7,307,KRPUS
ccdf585d-518c-3804-903e-c391651a7c2f,SHIFT AUTO,440050420,,,KR,Fishing,Fishing,34.898548,128.61462,0,248,,
3e5efb2e-77fb-77eb-6f83-8a8b17c71fe1,DU T2,440004440,8915940,,KR,Tug,Tug,35.11819167,129.0726283,0,0,125,KR PUS
148fb0ef-a1e7-7f96-d152-e2d34d0166c6,GEOJE BADA,440132070,,,KR,Fishing,Fishing,34.896465,128.61534,0,252,245,
cd8157d0-4253-e41b-3aed-34f40563df7d,NAMHYEONGJEDO,994401594,,,KR,Isolated Danger,Isolated Danger,34.885113,128.94997,,,,
fe952081-4f22-00f4-b3d0-5a543735642d,STAR CHALLENGER,440401000,9754783,,KR,Cargo,Container Ship,35.10354333,129.0765667,0.1,168.4,270,JPMYJ A/S
96caabb7-578e-004f-afab-f0c4ec1bb4eb,OCEAN ACE 11,440365000,9655793,,KR,Tanker,Oil or Chemical Tanker,35.09382,129.0778383,0,17.3,228,>KR PUS AS
bfb278cb-3f7e-d438-a2b6-6e9653c5bac1,,440111205,,,,,,35.09562833,129.078095,14.9,299.2,511,
e789bcc2-2abe-f621-ca0d-fb18d334894e,SOOSAN HO,440322320,,,KR,Fishing,Fishing,35.00691333,129.0649117,14.3,119.1,511,
84c1e15d-a892-e9a8-cb86-99de355e2f75,,440051557,,,,,,35.08226667,129.0795667,0,303.3,241,
25626284-f469-2cb6-35b2-d44bf6f25037,,440051573,,,,,,35.08226667,129.0795833,0,303.3,241,
cb68aa52-866e-8154-9d03-344f53fe3bef,KCG D 01,440051540,,,KR,Tanker,Tanker,35.08228333,129.0795833,0,303.3,240,
de3c0a4a-26fe-cb80-e205-f4c351899e26,CHEONGDAM,440303525,,,,,,35.08508833,129.0797567,0,15.1,511,BSN/5MRJ
87e0f1d6-b9f4-ba58-0d63-1c4be667905e,201 KWANG JIN HO,440303490,,,KR,Tug,Tug,35.08508667,129.0797617,0,94.1,511,
7f968b5b-7a16-8ac3-82e4-3c248a85928e,DONGJIN FIDES,441261000,9247302,,KR,Cargo,Container Ship,35.10351,129.0784633,0,93.7,271,KR PNC OFF
6932c8d8-b382-d306-569c-2cbe7de7e2ae,KCG 1501,441305000,,,KR,,Unspecified,35.08269833,129.0805267,0.1,167.8,511,
53e4eae2-89fc-82b4-f324-c1572399f990,SUNHO,440305360,,,KR,Tanker,Tanker,35.09791833,129.0801617,9.7,306.2,511,BUSAN
d6d1b81f-d832-5006-2029-579d0ba36b95,SAM SUNG 2 HO,440194560,,,KR,,Unspecified,34.932148,128.56688,0.2,121,,
7f6e776e-bd4a-716e-2f9b-613688fda449,SJ HONOR,440043000,9390202,,KR,Cargo,General Cargo,35.10357833,129.0802067,0,0,269,KR BSN
0bac9b28-831f-9877-9824-e5e55bf073b8,YANG WOO HO,440027010,,,KR,Fishing,Fishing,35.047039,129.07964,0.6,288,,CLASS B
0478afb9-b1fa-25a0-50e8-9e947dc28c8f,JANG YU HO,440116970,,,KR,Tug,Tug,34.902939,128.59837,0,177,,G.Y/200/4.1/109/1912
8f1caff4-e2f0-a600-d3a1-d8e080ac2faa,KCG OSRV 18,440200113,,,KR,Anti-Pollution,Anti-Pollution,35.0843,129.0829317,0,282.1,138,
0cd15e34-6198-aab2-84ba-3410ad11ffb0,SKY AURORA,441632000,9550175,,KR,Cargo,General Cargo,35.10356833,129.0816417,0,0,270,KR PUS
88777f3a-9cc3-8d86-2675-8bea455e299a,SHHN JUNNG801,440109500,8924135,,KR,Tug,Tug,34.903122,128.59715,0,0,300,GOHYEON
e2a42851-e535-1ce9-196e-a981d880f2c5,SAM JUNG 3,440110200,7506144,,KR,Tug,Tug,34.907852,128.59003,0,217,,GO HYEON
1ac68cb1-e38c-128a-bbd2-52e0293b8da0,DEOK BONG,440128060,8130784,,KR,Tug,Tug,34.907448,128.59009,0,0,,
37944f4f-aed8-02d4-3df0-c824541d5e01,T101 KUMYONG,440107310,,,KR,Tug,Tug,34.932312,128.56258,2.2,202,,
